"","game_id","team_a","team_b","court","a_score","b_score","a_flag","b_flag","date","season"
"1",1,"california-irvine","illinois","B",65,79,0,0,2010-11-08,2011
"2",2,"seattle","maryland","B",76,105,0,0,2010-11-08,2011
"3",3,"rhode-island","pittsburgh","B",75,83,0,0,2010-11-08,2011
"4",4,"navy","texas","B",52,83,0,0,2010-11-08,2011
"5",5,"toledo","illinois","B",45,84,0,0,2010-11-10,2011
"6",6,"college-of-charleston","maryland","B",74,75,0,0,2010-11-10,2011
"7",7,"illinois-chicago","pittsburgh","B",54,97,0,0,2010-11-10,2011
"8",8,"louisiana-tech","texas","B",58,89,0,0,2010-11-10,2011
"9",9,"millikin","akron","B",41,89,1,0,2010-11-12,2011
"10",10,"florida-am","alabama","B",37,76,0,0,2010-11-12,2011
"11",11,"cornell","albany-ny","B",65,61,0,0,2010-11-12,2011
"12",12,"saint-francis-pa","american","B",52,62,0,0,2010-11-12,2011
"13",13,"vassar","army","B",49,66,1,0,2010-11-12,2011
"14",14,"north-carolina-asheville","auburn","B",70,69,0,0,2010-11-12,2011
"15",15,"grambling","baylor","B",52,87,0,0,2010-11-12,2011
"16",16,"st-francis-ny","boston-college","B",49,79,0,0,2010-11-12,2011
"17",17,"texas-am-kingsville","bradley","B",55,66,1,0,2010-11-12,2011
"18",18,"fresno-state","brigham-young","B",56,83,0,0,2010-11-12,2011
"19",19,"central-michigan","cal-state-fullerton","B",70,67,0,0,2010-11-12,2011
"20",20,"denver","california-santa-barbara","B",49,65,0,0,2010-11-12,2011
"21",21,"st-bonaventure","canisius","B",70,80,0,0,2010-11-12,2011
"22",22,"west-florida","central-florida","B",61,115,1,0,2010-11-12,2011
"23",23,"gardner-webb","charlotte","B",78,70,0,0,2010-11-12,2011
"24",24,"concordia-il","chicago-state","B",75,79,1,0,2010-11-12,2011
"25",25,"western-carolina","clemson","B",64,87,0,0,2010-11-12,2011
"26",26,"bryant","cleveland-state","B",57,71,0,0,2010-11-12,2011
"27",27,"piedmont","coastal-carolina","B",52,112,1,0,2010-11-12,2011
"28",28,"idaho-state","colorado","B",80,88,0,0,2010-11-12,2011
"29",29,"stony-brook","connecticut","B",52,79,0,0,2010-11-12,2011
"30",30,"alabama-state","creighton","B",57,71,0,0,2010-11-12,2011
"31",31,"erskine","east-carolina","B",46,74,1,0,2010-11-12,2011
"32",32,"south-dakota-state","eastern-illinois","B",67,55,0,0,2010-11-12,2011
"33",33,"san-jose-state","eastern-washington","B",67,60,0,0,2010-11-12,2011
"34",34,"north-carolina-wilmington","florida","B",60,77,0,0,2010-11-12,2011
"35",35,"california-davis","florida-atlantic","B",63,70,0,0,2010-11-12,2011
"36",36,"florida-memorial","florida-international","B",73,89,1,0,2010-11-12,2011
"37",37,"north-florida","florida-state","B",55,75,0,0,2010-11-12,2011
"38",38,"brown","fordham","B",69,65,0,0,2010-11-12,2011
"39",39,"north-greenville","furman","B",54,72,1,0,2010-11-12,2011
"40",40,"mississippi-valley-state","georgia","B",70,72,0,0,2010-11-12,2011
"41",41,"charleston-southern","georgia-tech","B",39,52,0,0,2010-11-12,2011
"42",42,"southern","gonzaga","B",72,117,0,0,2010-11-12,2011
"43",43,"montana-state","hawaii","B",59,77,0,0,2010-11-12,2011
"44",44,"nicholls-state","houston","B",62,63,0,0,2010-11-12,2011
"45",45,"bowling-green-state","howard","B",52,54,0,0,2010-11-12,2011
"46",46,"florida-gulf-coast","indiana","B",60,88,0,0,2010-11-12,2011
"47",47,"kent-state","iona","B",73,72,0,0,2010-11-12,2011
"48",48,"northern-arizona","iowa-state","B",64,78,0,0,2010-11-12,2011
"49",49,"longwood","kansas","B",75,113,0,0,2010-11-12,2011
"50",50,"james-madison","kansas-state","B",61,75,0,0,2010-11-12,2011
"51",51,"georgia-southwestern","kennesaw-state","B",62,82,1,0,2010-11-12,2011
"52",52,"east-tennessee-state","kentucky","B",65,88,0,0,2010-11-12,2011
"53",53,"columbia","la-salle","B",71,82,0,0,2010-11-12,2011
"54",54,"lyon","lamar","B",57,115,1,0,2010-11-12,2011
"55",55,"virginia-intermont","liberty","B",65,82,1,0,2010-11-12,2011
"56",56,"norfolk-state","long-island-university","B",64,87,0,0,2010-11-12,2011
"57",57,"new-mexico-state","louisiana-lafayette","B",92,76,0,0,2010-11-12,2011
"58",58,"northwestern-state","louisiana-state","B",78,87,0,0,2010-11-12,2011
"59",59,"eastern-kentucky","loyola-il","B",57,73,0,0,2010-11-12,2011
"60",60,"morgan-state","loyola-marymount","B",81,79,0,0,2010-11-12,2011
"61",61,"drexel","loyola-md","B",75,72,0,0,2010-11-12,2011
"62",62,"prairie-view","marquette","B",58,97,0,0,2010-11-12,2011
"63",63,"west-virginia-tech","marshall","B",69,92,1,0,2010-11-12,2011
"64",64,"tulane","maryland-eastern-shore","B",91,62,0,0,2010-11-12,2011
"65",65,"rider","massachusetts","B",67,77,0,0,2010-11-12,2011
"66",66,"centenary-la","memphis","B",40,104,0,0,2010-11-12,2011
"67",67,"oglethorpe","mercer","B",44,67,1,0,2010-11-12,2011
"68",68,"jacksonville","miami-fl","B",77,89,0,0,2010-11-12,2011
"69",69,"towson","miami-oh","B",57,60,0,0,2010-11-12,2011
"70",70,"eastern-michigan","michigan-state","B",66,96,0,0,2010-11-12,2011
"71",71,"tennessee-temple","middle-tennessee","B",46,90,1,0,2010-11-12,2011
"72",72,"wofford","minnesota","B",55,69,0,0,2010-11-12,2011
"73",73,"arkansas-state","mississippi","B",60,68,0,0,2010-11-12,2011
"74",74,"tennessee-state","mississippi-state","B",65,75,0,0,2010-11-12,2011
"75",75,"truman-state","missouri-kansas-city","B",59,71,1,0,2010-11-12,2011
"76",76,"oral-roberts","missouri-state","B",61,78,0,0,2010-11-12,2011
"77",77,"asbury","morehead-state","B",49,90,1,0,2010-11-12,2011
"78",78,"south-dakota","nebraska","B",68,76,0,0,2010-11-12,2011
"79",79,"california-riverside","nevada-las-vegas","B",41,85,0,0,2010-11-12,2011
"80",80,"lipscomb","north-carolina","B",66,80,0,0,2010-11-12,2011
"81",81,"johnson-wales-nc","north-carolina-central","B",30,90,1,0,2010-11-12,2011
"82",82,"tennessee-tech","north-carolina-state","B",69,82,0,0,2010-11-12,2011
"83",83,"waldorf","north-dakota","B",46,77,1,0,2010-11-12,2011
"84",84,"henderson-state","north-texas","B",66,92,1,0,2010-11-12,2011
"85",85,"boston-university","northeastern","B",64,66,0,0,2010-11-12,2011
"86",86,"tabor-college","northern-colorado","B",52,93,1,0,2010-11-12,2011
"87",87,"northwestern","northern-illinois","B",97,78,0,0,2010-11-12,2011
"88",88,"georgia-southern","notre-dame","B",61,98,0,0,2010-11-12,2011
"89",89,"north-carolina-at","ohio-state","B",61,102,0,0,2010-11-12,2011
"90",90,"coppin-state","oklahoma","B",57,77,0,0,2010-11-12,2011
"91",91,"georgetown","old-dominion","B",62,59,0,0,2010-11-12,2011
"92",92,"north-dakota-state","oregon","B",92,97,0,0,2010-11-12,2011
"93",93,"lehigh","penn-state","B",56,70,0,0,2010-11-12,2011
"94",94,"milwaukee","portland","B",60,80,0,0,2010-11-12,2011
"95",95,"pepperdine","portland-state","B",81,83,0,0,2010-11-12,2011
"96",96,"rutgers","princeton","B",73,78,0,0,2010-11-12,2011
"97",97,"st-thomas-tx","rice","B",51,63,1,0,2010-11-12,2011
"98",98,"citadel","richmond","B",37,79,0,0,2010-11-12,2011
"99",99,"western-kentucky","saint-josephs","B",98,70,0,0,2010-11-12,2011
"100",100,"austin-peay","saint-louis","B",64,62,0,0,2010-11-12,2011
"101",101,"college-of-idaho","saint-marys-ca","B",42,86,1,0,2010-11-12,2011
"102",102,"occidental","san-diego","B",66,83,1,0,2010-11-12,2011
"103",103,"seattle","san-francisco","B",76,97,0,0,2010-11-12,2011
"104",104,"cal-state-bakersfield","santa-clara","B",77,82,0,0,2010-11-12,2011
"105",105,"brewton-parker","savannah-state","B",33,61,1,0,2010-11-12,2011
"106",106,"spring-hill","south-alabama","B",53,81,1,0,2010-11-12,2011
"107",107,"elon","south-carolina","B",79,94,0,0,2010-11-12,2011
"108",108,"southern-mississippi","south-florida","B",60,53,0,0,2010-11-12,2011
"109",109,"millsaps","southeastern-louisiana","B",45,91,1,0,2010-11-12,2011
"110",110,"ipfw","southern-illinois-edwardsville","B",70,55,0,0,2010-11-12,2011
"111",111,"arkansas-little-rock","southern-methodist","B",57,47,0,0,2010-11-12,2011
"112",112,"howard-payne","stephen-f-austin","B",49,114,1,0,2010-11-12,2011
"113",113,"northern-iowa","syracuse","B",46,68,0,0,2010-11-12,2011
"114",114,"seton-hall","temple","B",56,62,0,0,2010-11-12,2011
"115",115,"chattanooga","tennessee","B",62,82,0,0,2010-11-12,2011
"116",116,"macmurray","tennessee-martin","B",49,70,1,0,2010-11-12,2011
"117",117,"alcorn-state","texas-am","B",56,88,0,0,2010-11-12,2011
"118",118,"texas-lutheran","texas-arlington","B",45,88,1,0,2010-11-12,2011
"119",119,"jackson-state","texas-christian","B",62,86,0,0,2010-11-12,2011
"120",120,"pacific","texas-el-paso","B",66,61,0,0,2010-11-12,2011
"121",121,"indiana-state","texas-pan-american","B",69,46,0,0,2010-11-12,2011
"122",122,"huston-tillotson","texas-san-antonio","B",65,82,1,0,2010-11-12,2011
"123",123,"sul-ross-state","texas-state","B",62,89,1,0,2010-11-12,2011
"124",124,"louisiana-monroe","texas-tech","B",67,86,0,0,2010-11-12,2011
"125",125,"huntington","troy","B",59,100,1,0,2010-11-12,2011
"126",126,"appalachian-state","tulsa","B",89,86,0,0,2010-11-12,2011
"127",127,"cal-state-northridge","ucla","B",50,83,0,0,2010-11-12,2011
"128",128,"grand-canyon","utah","B",48,72,1,0,2010-11-12,2011
"129",129,"maine","utah-valley","B",71,66,0,0,2010-11-12,2011
"130",130,"indiana-northwest","valparaiso","B",64,111,1,0,2010-11-12,2011
"131",131,"presbyterian","vanderbilt","B",47,88,0,0,2010-11-12,2011
"132",132,"bucknell","villanova","B",52,68,0,0,2010-11-12,2011
"133",133,"william-mary","virginia","B",52,76,0,0,2010-11-12,2011
"134",134,"north-carolina-greensboro","virginia-commonwealth","B",86,101,0,0,2010-11-12,2011
"135",135,"randolph","virginia-military-institute","B",65,106,1,0,2010-11-12,2011
"136",136,"campbell","virginia-tech","B",60,70,0,0,2010-11-12,2011
"137",137,"lafayette","wagner","B",58,63,0,0,2010-11-12,2011
"138",138,"stetson","wake-forest","B",89,79,0,0,2010-11-12,2011
"139",139,"oakland","west-virginia","B",71,95,0,0,2010-11-12,2011
"140",140,"st-francis-il","western-illinois","B",47,83,1,0,2010-11-12,2011
"141",141,"western-michigan","xavier","B",65,68,0,0,2010-11-12,2011
"142",142,"samford","youngstown-state","B",61,64,0,0,2010-11-12,2011
"143",143,"talladega","alabama-am","B",77,93,1,0,2010-11-13,2011
"144",144,"southeast-missouri-state","alabama-birmingham","B",56,78,0,0,2010-11-13,2011
"145",145,"edward-waters","bethune-cookman","B",49,85,1,0,2010-11-13,2011
"146",146,"western-state","boise-state","B",52,78,1,0,2010-11-13,2011
"147",147,"navy","buffalo","B",46,88,0,0,2010-11-13,2011
"148",148,"marian-in","butler","B",54,83,1,0,2010-11-13,2011
"149",149,"hendrix","central-arkansas","B",46,87,1,0,2010-11-13,2011
"150",150,"south-carolina-state","charlotte","B",81,90,0,0,2010-11-13,2011
"151",151,"iona","cleveland-state","B",68,78,0,0,2010-11-13,2011
"152",152,"lagrange","coastal-carolina","B",40,79,1,0,2010-11-13,2011
"153",153,"binghamton","colgate","B",62,60,0,0,2010-11-13,2011
"154",154,"arkansas-pine-bluff","colorado-state","B",51,82,0,0,2010-11-13,2011
"155",155,"mount-st-marys","dayton","B",52,67,0,0,2010-11-13,2011
"156",156,"washington-adventist","delaware-state","B",56,63,1,0,2010-11-13,2011
"157",157,"texas-southern","drake","B",46,60,0,0,2010-11-13,2011
"158",158,"bluefield-wv","duquesne","B",67,110,1,0,2010-11-13,2011
"159",159,"texas-pan-american","eastern-kentucky","B",67,53,0,0,2010-11-13,2011
"160",160,"oakland-city","evansville","B",42,82,1,0,2010-11-13,2011
"161",161,"sacred-heart","fairfield","B",45,62,0,0,2010-11-13,2011
"162",162,"mary-washington","gardner-webb","B",61,76,1,0,2010-11-13,2011
"163",163,"harvard","george-mason","B",53,66,0,0,2010-11-13,2011
"164",164,"minnesota-duluth","green-bay","B",36,75,1,0,2010-11-13,2011
"165",165,"central-connecticut-state","hartford","B",64,62,0,0,2010-11-13,2011
"166",166,"cal-state-fullerton","hawaii","B",70,84,0,0,2010-11-13,2011
"167",167,"ferrum","high-point","B",57,90,1,0,2010-11-13,2011
"168",168,"farmingdale-state","hofstra","B",62,102,1,0,2010-11-13,2011
"169",169,"college-of-charleston","holy-cross","B",93,84,0,0,2010-11-13,2011
"170",170,"eastern-oregon","idaho","B",74,86,1,0,2010-11-13,2011
"171",171,"southern-illinois","illinois","B",63,85,0,0,2010-11-13,2011
"172",172,"west-alabama","jacksonville-state","B",58,79,1,0,2010-11-13,2011
"173",173,"bryant","kent-state","B",49,90,0,0,2010-11-13,2011
"174",174,"san-diego-state","long-beach-state","B",81,65,0,0,2010-11-13,2011
"175",175,"austin-college","louisiana-tech","B",58,90,1,0,2010-11-13,2011
"176",176,"indiana-state","loyola-il","B",74,86,0,0,2010-11-13,2011
"177",177,"south-carolina-upstate","michigan","B",35,66,0,0,2010-11-13,2011
"178",178,"florida-atlantic","milwaukee","B",85,76,0,0,2010-11-13,2011
"179",179,"montana","nevada","B",66,81,0,0,2010-11-13,2011
"180",180,"lesley","new-hampshire","B",47,79,1,0,2010-11-13,2011
"181",181,"detroit-mercy","new-mexico","B",54,63,0,0,2010-11-13,2011
"182",182,"manhattan","njit","B",75,70,0,0,2010-11-13,2011
"183",183,"california-santa-barbara","north-dakota-state","B",60,68,0,0,2010-11-13,2011
"184",184,"delaware","ohio","B",69,88,0,0,2010-11-13,2011
"185",185,"houston-baptist","oklahoma-state","B",73,86,0,0,2010-11-13,2011
"186",186,"denver","oregon","B",56,68,0,0,2010-11-13,2011
"187",187,"davidson","pennsylvania","B",64,69,0,0,2010-11-13,2011
"188",188,"north-florida","pittsburgh","B",49,95,0,0,2010-11-13,2011
"189",189,"california-davis","portland","B",60,75,0,0,2010-11-13,2011
"190",190,"dartmouth","providence","B",52,87,0,0,2010-11-13,2011
"191",191,"emory-henry","radford","B",54,57,1,0,2010-11-13,2011
"192",192,"saint-peters","robert-morris","B",30,55,0,0,2010-11-13,2011
"193",193,"mary-hardin-baylor","sam-houston-state","B",47,72,1,0,2010-11-13,2011
"194",194,"vermont","siena","B",80,76,0,0,2010-11-13,2011
"195",195,"california-irvine","southern-california","B",49,62,0,0,2010-11-13,2011
"196",196,"northeastern-state","texas-am-corpus-christi","B",74,81,1,0,2010-11-13,2011
"197",197,"weber-state","utah-state","B",65,77,0,0,2010-11-13,2011
"198",198,"mcneese-state","washington","B",64,118,0,0,2010-11-13,2011
"199",199,"southern","washington-state","B",47,86,0,0,2010-11-13,2011
"200",200,"queens-nc","winthrop","B",61,70,1,0,2010-11-13,2011
"201",201,"kean","wyoming","B",58,92,1,0,2010-11-13,2011
"202",202,"quinnipiac","yale","B",84,75,0,0,2010-11-13,2011
"203",203,"colorado-colorado-springs","air-force","B",53,66,1,0,2010-11-14,2011
"204",204,"idaho-state","arizona","B",42,90,0,0,2010-11-14,2011
"205",205,"eastern-illinois","ball-state","B",46,77,0,0,2010-11-14,2011
"206",206,"milwaukee","california-davis","B",73,62,0,0,2010-11-14,2011
"207",207,"montana-state","central-michigan","B",65,58,0,0,2010-11-14,2011
"208",208,"kent-state","cleveland-state","B",66,69,0,0,2010-11-14,2011
"209",209,"northern-arizona","creighton","B",70,74,0,0,2010-11-14,2011
"210",210,"north-dakota-state","denver","B",65,54,0,0,2010-11-14,2011
"211",211,"chicago-state","depaul","B",81,114,0,0,2010-11-14,2011
"212",212,"princeton","duke","B",60,97,0,0,2010-11-14,2011
"213",213,"iupui","gonzaga","B",56,86,0,0,2010-11-14,2011
"214",214,"alcorn-state","houston","B",68,88,0,0,2010-11-14,2011
"215",215,"southern-illinois-edwardsville","illinois-state","B",64,92,0,0,2010-11-14,2011
"216",216,"wright-state","indiana","B",44,67,0,0,2010-11-14,2011
"217",217,"eastern-kentucky","indiana-state","B",64,59,0,0,2010-11-14,2011
"218",218,"bryant","iona","B",74,72,0,0,2010-11-14,2011
"219",219,"south-dakota-state","iowa","B",79,69,0,0,2010-11-14,2011
"220",220,"alabama-state","iowa-state","B",47,74,0,0,2010-11-14,2011
"221",221,"texas-pan-american","loyola-il","B",57,79,0,0,2010-11-14,2011
"222",222,"la-sierra","loyola-marymount","B",62,100,1,0,2010-11-14,2011
"223",223,"bucknell","marquette","B",61,72,0,0,2010-11-14,2011
"224",224,"maine","maryland","B",59,89,0,0,2010-11-14,2011
"225",225,"virginia-military-institute","maryland-baltimore-county","B",94,77,0,0,2010-11-14,2011
"226",226,"north-carolina-at","morehead-state","B",61,84,0,0,2010-11-14,2011
"227",227,"florida-state","north-carolina-greensboro","B",97,73,0,0,2010-11-14,2011
"228",228,"liberty","notre-dame","B",51,72,0,0,2010-11-14,2011
"229",229,"california-santa-barbara","oregon","B",70,72,0,0,2010-11-14,2011
"230",230,"texas-arlington","oregon-state","B",56,71,0,0,2010-11-14,2011
"231",231,"florida-atlantic","portland","B",75,89,0,0,2010-11-14,2011
"232",232,"howard","purdue","B",40,76,0,0,2010-11-14,2011
"233",233,"methodist","radford","B",74,83,1,0,2010-11-14,2011
"234",234,"grambling","rice","B",57,86,0,0,2010-11-14,2011
"235",235,"lafayette","rider","B",73,80,0,0,2010-11-14,2011
"236",236,"cal-state-bakersfield","sacramento-state","B",80,78,0,0,2010-11-14,2011
"237",237,"western-illinois","savannah-state","B",59,52,0,0,2010-11-14,2011
"238",238,"cal-poly","seattle","B",76,60,0,0,2010-11-14,2011
"239",239,"cornell","seton-hall","B",68,92,0,0,2010-11-14,2011
"240",240,"arkansas-little-rock","st-bonaventure","B",64,77,0,0,2010-11-14,2011
"241",241,"mount-ida-college","stony-brook","B",43,80,1,0,2010-11-14,2011
"242",242,"canisius","syracuse","B",67,86,0,0,2010-11-14,2011
"243",243,"toledo","temple","B",49,82,0,0,2010-11-14,2011
"244",244,"mercer","texas-el-paso","B",74,87,0,0,2010-11-14,2011
"245",245,"prairie-view","wisconsin","B",55,99,0,0,2010-11-14,2011
"246",246,"troy","alabama","B",60,79,0,0,2010-11-15,2011
"247",247,"american","albany-ny","B",57,44,0,0,2010-11-15,2011
"248",248,"central-connecticut-state","army","B",101,87,0,0,2010-11-15,2011
"249",249,"ohio-dominican","bowling-green-state","B",55,81,1,0,2010-11-15,2011
"250",250,"montana-state","cal-state-fullerton","B",80,76,0,0,2010-11-15,2011
"251",251,"pomona-pitzer","california-riverside","B",48,81,1,0,2010-11-15,2011
"252",252,"jackson-state","central-florida","B",39,80,0,0,2010-11-15,2011
"253",253,"austin-peay","chattanooga","B",70,67,0,0,2010-11-15,2011
"254",254,"mount-st-marys","cincinnati","B",59,69,0,0,2010-11-15,2011
"255",255,"wofford","clemson","B",70,78,0,0,2010-11-15,2011
"256",256,"urbana","cleveland-state","B",49,83,1,0,2010-11-15,2011
"257",257,"maryland-eastern-shore","columbia","B",74,108,0,0,2010-11-15,2011
"258",258,"campbell","east-carolina","B",63,76,0,0,2010-11-15,2011
"259",259,"college-of-new-jersey","elon","B",68,99,1,0,2010-11-15,2011
"260",260,"southeastern","florida-am","B",61,88,1,0,2010-11-15,2011
"261",261,"barry","florida-international","B",54,69,1,0,2010-11-15,2011
"262",262,"sacred-heart","fordham","B",51,69,0,0,2010-11-15,2011
"263",263,"tulane","georgetown","B",53,69,0,0,2010-11-15,2011
"264",264,"carver-bible","georgia-southern","B",83,91,1,0,2010-11-15,2011
"265",265,"roosevelt","illinois-chicago","B",54,94,1,0,2010-11-15,2011
"266",266,"valparaiso","kansas","B",44,79,0,0,2010-11-15,2011
"267",267,"georgia-tech","kennesaw-state","B",63,80,0,0,2010-11-15,2011
"268",268,"wagner","lehigh","B",57,73,0,0,2010-11-15,2011
"269",269,"stillman","lipscomb","B",78,103,1,0,2010-11-15,2011
"270",270,"san-francisco-state","long-beach-state","B",65,82,1,0,2010-11-15,2011
"271",271,"louisiana-college","louisiana-lafayette","B",66,91,1,0,2010-11-15,2011
"272",272,"glenville-state","marshall","B",48,93,1,0,2010-11-15,2011
"273",273,"miami-fl","memphis","B",68,72,0,0,2010-11-15,2011
"274",274,"siena","minnesota","B",69,76,0,0,2010-11-15,2011
"275",275,"east-tennessee-state","murray-state","B",39,50,0,0,2010-11-15,2011
"276",276,"arkansas-pine-bluff","nebraska","B",40,83,0,0,2010-11-15,2011
"277",277,"pacific","nevada","B",64,53,0,0,2010-11-15,2011
"278",278,"western-new-mexico","new-mexico-state","B",62,95,1,0,2010-11-15,2011
"279",279,"nyu-poly","njit","B",49,96,1,0,2010-11-15,2011
"280",280,"houston-baptist","northwestern-state","B",78,87,0,0,2010-11-15,2011
"281",281,"oakland","ohio","B",78,66,0,0,2010-11-15,2011
"282",282,"north-carolina-central","oklahoma","B",63,71,0,0,2010-11-15,2011
"283",283,"high-point","old-dominion","B",57,79,0,0,2010-11-15,2011
"284",284,"yale","providence","B",55,58,0,0,2010-11-15,2011
"285",285,"william-mary","richmond","B",49,73,0,0,2010-11-15,2011
"286",286,"fairfield","rutgers","B",53,68,0,0,2010-11-15,2011
"287",287,"colgate","saint-francis-pa","B",66,69,0,0,2010-11-15,2011
"288",288,"rockhurst","saint-louis","B",45,72,1,0,2010-11-15,2011
"289",289,"northwest-oklahoma-state","sam-houston-state","B",68,90,1,0,2010-11-15,2011
"290",290,"tennessee-wesleyan","samford","B",54,57,1,0,2010-11-15,2011
"291",291,"st-francis-ny","south-florida","B",71,74,0,0,2010-11-15,2011
"292",292,"santa-clara","southern-california","B",73,86,0,0,2010-11-15,2011
"293",293,"california-baptist","southern-utah","B",79,69,1,0,2010-11-15,2011
"294",294,"san-diego","stanford","B",48,64,0,0,2010-11-15,2011
"295",295,"longwood","stephen-f-austin","B",54,80,0,0,2010-11-15,2011
"296",296,"centenary-la","tennessee-martin","B",56,79,0,0,2010-11-15,2011
"297",297,"fisk","tennessee-state","B",50,85,1,0,2010-11-15,2011
"298",298,"texas-am","texas-am-corpus-christi","B",86,65,0,0,2010-11-15,2011
"299",299,"pepperdine","ucla","B",69,79,0,0,2010-11-15,2011
"300",300,"south-carolina-upstate","virginia","B",54,74,0,0,2010-11-15,2011
"301",301,"winthrop","virginia-commonwealth","B",54,67,0,0,2010-11-15,2011
"302",302,"hampton","wake-forest","B",56,63,0,0,2010-11-15,2011
"303",303,"alabama-am","western-kentucky","B",61,83,0,0,2010-11-15,2011
"304",304,"montreat","appalachian-state","B",71,101,1,0,2010-11-16,2011
"305",305,"la-salle","baylor","B",64,74,0,0,2010-11-16,2011
"306",306,"stetson","bethune-cookman","B",66,78,0,0,2010-11-16,2011
"307",307,"northern-illinois","bradley","B",63,66,0,0,2010-11-16,2011
"308",308,"cal-state-northridge","california","B",63,80,0,0,2010-11-16,2011
"309",309,"missouri-kansas-city","central-arkansas","B",73,71,0,0,2010-11-16,2011
"310",310,"citadel","charleston-southern","B",61,68,0,0,2010-11-16,2011
"311",311,"coastal-carolina","college-of-charleston","B",67,83,0,0,2010-11-16,2011
"312",312,"new-hampshire","dartmouth","B",55,53,0,0,2010-11-16,2011
"313",313,"akron","dayton","B",68,76,0,0,2010-11-16,2011
"314",314,"western-carolina","depaul","B",69,64,0,0,2010-11-16,2011
"315",315,"miami-oh","duke","B",45,79,0,0,2010-11-16,2011
"316",316,"ohio-state","florida","B",93,75,0,0,2010-11-16,2011
"317",317,"southeast-missouri-state","florida-gulf-coast","B",78,89,0,0,2010-11-16,2011
"318",318,"gardner-webb","florida-state","B",53,78,0,0,2010-11-16,2011
"319",319,"north-carolina-asheville","furman","B",67,69,0,0,2010-11-16,2011
"320",320,"boston-university","george-washington","B",76,67,0,0,2010-11-16,2011
"321",321,"colorado","georgia","B",74,83,0,0,2010-11-16,2011
"322",322,"san-diego-state","gonzaga","B",79,76,0,0,2010-11-16,2011
"323",323,"central-michigan","hawaii","B",62,65,0,0,2010-11-16,2011
"324",324,"mississippi-valley-state","indiana","B",54,71,0,0,2010-11-16,2011
"325",325,"louisiana-monroe","iowa","B",40,68,0,0,2010-11-16,2011
"326",326,"indiana-northwest","iupui","B",62,83,1,0,2010-11-16,2011
"327",327,"savannah-state","jacksonville","B",54,64,0,0,2010-11-16,2011
"328",328,"virginia-tech","kansas-state","B",57,73,0,0,2010-11-16,2011
"329",329,"robert-morris","kent-state","B",59,62,0,0,2010-11-16,2011
"330",330,"nicholls-state","louisiana-state","B",62,53,0,0,2010-11-16,2011
"331",331,"butler","louisville","B",73,88,0,0,2010-11-16,2011
"332",332,"georgia-state","mcneese-state","B",62,68,0,0,2010-11-16,2011
"333",333,"south-carolina","michigan-state","B",73,82,0,0,2010-11-16,2011
"334",334,"arkansas-state","missouri-state","B",71,80,0,0,2010-11-16,2011
"335",335,"stony-brook","monmouth","B",51,49,0,0,2010-11-16,2011
"336",336,"neumann","navy","B",62,74,1,0,2010-11-16,2011
"337",337,"pepperdine","nevada","B",76,75,0,0,2010-11-16,2011
"338",338,"arizona-state","new-mexico","B",62,76,0,0,2010-11-16,2011
"339",339,"jacksonville-state","norfolk-state","B",53,70,0,0,2010-11-16,2011
"340",340,"north-carolina-wesleyan","north-carolina-at","B",66,100,1,0,2010-11-16,2011
"341",341,"liberty","north-carolina-wilmington","B",64,69,0,0,2010-11-16,2011
"342",342,"texas-tech","north-texas","B",83,92,0,0,2010-11-16,2011
"343",343,"alabama-state","northern-arizona","B",46,74,0,0,2010-11-16,2011
"344",344,"wyoming","northern-colorado","B",53,67,0,0,2010-11-16,2011
"345",345,"coe","northern-iowa","B",45,84,1,0,2010-11-16,2011
"346",346,"saint-josephs","penn-state","B",57,66,0,0,2010-11-16,2011
"347",347,"arlington-baptist","prairie-view","B",58,82,1,0,2010-11-16,2011
"348",348,"hartford","quinnipiac","B",64,66,0,0,2010-11-16,2011
"349",349,"brown","rhode-island","B",67,92,0,0,2010-11-16,2011
"350",350,"bethany-ca","sacramento-state","B",55,84,1,0,2010-11-16,2011
"351",351,"st-johns-ny","saint-marys-ca","B",71,76,0,0,2010-11-16,2011
"352",352,"anderson-sc","south-carolina-state","B",83,94,1,0,2010-11-16,2011
"353",353,"northeastern","southern-illinois","B",63,62,0,0,2010-11-16,2011
"354",354,"detroit-mercy","syracuse","B",55,66,0,0,2010-11-16,2011
"355",355,"belmont","tennessee","B",76,85,0,0,2010-11-16,2011
"356",356,"texas-tyler","texas-arlington","B",56,96,1,0,2010-11-16,2011
"357",357,"southern-methodist","texas-christian","B",64,84,0,0,2010-11-16,2011
"358",358,"long-island-university","texas-state","B",91,67,0,0,2010-11-16,2011
"359",359,"coppin-state","towson","B",74,89,0,0,2010-11-16,2011
"360",360,"oral-roberts","tulsa","B",68,83,0,0,2010-11-16,2011
"361",361,"pacific","ucla","B",44,57,0,0,2010-11-16,2011
"362",362,"marist","villanova","B",47,84,0,0,2010-11-16,2011
"363",363,"virginia-wise","virginia-military-institute","B",88,120,1,0,2010-11-16,2011
"364",364,"virginia-commonwealth","wake-forest","B",90,69,0,0,2010-11-16,2011
"365",365,"eastern-washington","washington","B",72,98,0,0,2010-11-16,2011
"366",366,"idaho","washington-state","B",71,88,0,0,2010-11-16,2011
"367",367,"colorado-christian","weber-state","B",73,97,1,0,2010-11-16,2011
"368",368,"texas-southern","wichita-state","B",67,79,0,0,2010-11-16,2011
